row_id,stratum,maintenance_id,v1_signature,source_field,segment_text,pred1_concept,pred1_score,pred1_primary_stage,pred1_all_stages,pred1_matched_term,pred2_concept,pred2_score,pred3_concept,pred3_score,LABEL_segment_type,LABEL_pred1_verdict,LABEL_evidence_quality,LABEL_valid_concepts,LABEL_invalid_concepts,LABEL_missing_concepts,LABEL_notes
18,ambiguous,166864,BODY,maintenance_notes,"- Front bumper is loose and has scratches underneath","Bumper damage",78,token,phrase+token+fuzzy,"bumper loose",Scratch,76,"Loose steering",56,fault,correct_specific,strong,"Bumper damage; Scratch","Loose steering",,"AI BASELINE — machine-generated, not ground truth"
19,band_60_79,162112,INTERIOR,maintenance_notes,"alignment required for the rear right door window","Wheel alignment",76,token,phrase+token+fuzzy,alignment,"Door / panel misalignment",54,"Bumper damage",54,fault,incorrect,,"Door / panel misalignment","Wheel alignment; Bumper damage","window / door alignment","AI BASELINE — machine-generated, not ground truth"
20,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"Front brake pads need replacement","Worn pads / discs",65,token,token,"brake pads finished","Battery Replacement",57,"Brake noise (squeal / grind)",55,fault,correct_specific,strong,"Worn pads / discs","Battery Replacement; Brake noise (squeal / grind)",,"AI BASELINE — machine-generated, not ground truth"
21,bare_system_noun,161668,SUSPENSION,service_main,Brakes,"Brake noise (squeal / grind)",63,token,token,"grinding brakes","Soft / spongy pedal",63,"Worn pads / discs",52,unclear,incorrect,,none,"Brake noise (squeal / grind); Soft / spongy pedal; Worn pads / discs","brake system issue unspecified","AI BASELINE — machine-generated, not ground truth"
22,band_60_79,150010,SUSPENSION,maintenance_notes,"ready from rmr self starter service","Starter problem",79,token,token+fuzzy,"Starter problem","Coolant service",57,,,action,correct_broad,medium,"Starter problem","Coolant service","starter service","AI BASELINE — machine-generated, not ground truth"
23,ambiguous,166864,BODY,maintenance_notes,"- Scratches on the rims and car body",Scratch,78,token,phrase+token+fuzzy,scratches,"Damaged rim",78,Dent,56,fault,correct_specific,strong,"Scratch; Damaged rim",Dent,,"AI BASELINE — machine-generated, not ground truth"
24,system_ENGINE_MECH,167655,ENGINE_MECH,maintenance_notes,"WALEED BROUGHT Complete windshield washer reservoir with motor and sensor","Windscreen crack / chip",76,token,token,"windshield issue","Sensor failure",56,"Power window / lock fault",52,part,incorrect,,none,"Windscreen crack / chip; Sensor failure; Power window / lock fault","washer reservoir replacement","AI BASELINE — machine-generated, not ground truth"
25,action_like,163158,RIM,maintenance_notes,"waled took out rims were for durango from power point garage to assemble them on car","Damaged rim",75,token,token,"4 rims","Loss of power",56,"Headlight out",56,operational,incorrect,,none,"Damaged rim; Loss of power; Headlight out","rim fitting / logistics","AI BASELINE — machine-generated, not ground truth"
26,band_60_79,162112,INTERIOR,maintenance_notes,"Front bumper requires fixing","Bumper damage",79,token,phrase+token+fuzzy,"front bumper","Wiper / washer fault",55,"Parking sensor fault",55,fault,correct_specific,strong,"Bumper damage","Wiper / washer fault; Parking sensor fault",,"AI BASELINE — machine-generated, not ground truth"
27,system_SUSPENSION,161668,SUSPENSION,service_sup,"Rim Scratch","Damaged rim",96,alias,alias+token+fuzzy,"rim scratch",Scratch,81,"Steering vibration",56,fault,correct_specific,strong,"Damaged rim; Scratch","Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
28,control_80_plus,162802,TYRE,service_sup,"Wheel Alignment Issue","Wheel alignment",84,token,phrase+token+fuzzy,"wheel alignment","Wheel balancing",58,"Steering vibration",58,fault,correct_specific,strong,"Wheel alignment","Wheel balancing; Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
29,system_ENGINE_MECH,166930,ENGINE_MECH,maintenance_notes,"Repainting the steering wheel","Paint damage",78,token,phrase+token+fuzzy,repainting,"Steering vibration",66,"Loose steering",66,action,correct_broad,weak,"Paint damage","Steering vibration; Loose steering","steering wheel refinishing","AI BASELINE — machine-generated, not ground truth"
30,action_like,158822,ELECTRICAL,maintenance_notes,"they are working now on the scratches rims and rear bumper and polish the car","Bumper damage",77,token,phrase+token+fuzzy,"rear bumper",Scratch,76,"Damaged rim",76,action,correct_specific,medium,"Bumper damage; Scratch; Damaged rim",none,,"AI BASELINE — machine-generated, not ground truth"
31,unresolved,168067,UNSIGNED,service_main,"NEW CAR",,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
32,action_like,151576,RIM,maintenance_notes,"front bumper and rear bumper with some body parts polished","Bumper damage",78,token,phrase+token+fuzzy,"front bumper",Dent,54,"Wiper / washer fault",54,action,correct_broad,weak,"Bumper damage","Dent; Wiper / washer fault","body polishing","AI BASELINE — machine-generated, not ground truth"
33,ambiguous,155662,ELECTRICAL,maintenance_notes,"airbag light check","Airbag warning",82,phrase,phrase+token+fuzzy,"airbag light","Check-engine light",75,"Wheel alignment",56,procedure,correct_specific,strong,"Airbag warning","Check-engine light; Wheel alignment",,"AI BASELINE — machine-generated, not ground truth"
34,unresolved,166486,ELECTRICAL,service_sup,Repeated,,,,,,,,,,unclear,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
35,band_60_79,153862,LIGHTS,maintenance_notes,"bonnet dents",Dent,79,token,phrase+token+fuzzy,dents,"Door / panel misalignment",58,Overheating,48,fault,correct_specific,strong,Dent,"Door / panel misalignment; Overheating",,"AI BASELINE — machine-generated, not ground truth"
36,band_60_79,161668,SUSPENSION,service_sup,"Deep Dent",Dent,79,token,phrase+token+fuzzy,dent,,,,,fault,correct_specific,strong,Dent,none,,"AI BASELINE — machine-generated, not ground truth"
37,system_SUSPENSION,161668,SUSPENSION,maintenance_notes,"Noise when turning the steering","Steering noise",83,token,phrase+token,"Steering noise","Engine noise",58,"Loose steering",58,fault,correct_specific,strong,"Steering noise","Engine noise; Loose steering",,"AI BASELINE — machine-generated, not ground truth"
38,ambiguous,143625,TYRE,maintenance_notes,"both rims on right side have scratches and small damages on both tire",Scratch,76,token,phrase+token+fuzzy,scratches,"Damaged rim",76,"Tire Change",56,fault,correct_specific,strong,"Scratch; Damaged rim","Tire Change","tyre damage","AI BASELINE — machine-generated, not ground truth"
39,system_COOLING,170009,COOLING,maintenance_notes,Dent,Dent,96,alias,alias+token+fuzzy,dent,,,,,fault,correct_specific,medium,Dent,none,,"AI BASELINE — machine-generated, not ground truth"
40,band_60_79,158822,ELECTRICAL,maintenance_notes,"car moved with jhony to najm al afaq to fix the car play","Infotainment / screen issue",73,token,phrase+token,"car play","Loose steering",54,"Exhaust fault",54,fault,correct_specific,medium,"Infotainment / screen issue","Loose steering; Exhaust fault",,"AI BASELINE — machine-generated, not ground truth"
41,system_COOLING,170009,COOLING,maintenance_notes,"Dent on the front right fender and front left fender",Dent,76,token,phrase+token+fuzzy,dent,"Pulling / drifting",55,"Wiper / washer fault",55,fault,correct_specific,strong,Dent,"Pulling / drifting; Wiper / washer fault",,"AI BASELINE — machine-generated, not ground truth"
42,band_60_79,161500,ENGINE_MECH,service_sup,"Engine mechanical issue","Coolant leak",68,semantic,token+semantic,"puddle under the engine","Engine noise",59,"Rough idle / misfire",58,fault,incorrect,,none,"Coolant leak; Engine noise; Rough idle / misfire","engine mechanical fault unspecified","AI BASELINE — machine-generated, not ground truth"
43,ambiguous,161668,SUSPENSION,maintenance_notes,"Coolant leak from water pump","Water pump failure",82,token,token,"water pump leak","Coolant leak",79,"Water leakage into cabin",65,fault,correct_specific,strong,"Water pump failure; Coolant leak","Water leakage into cabin",,"AI BASELINE — machine-generated, not ground truth"
44,action_like,151576,RIM,maintenance_notes,"front bumper painted with black","Bumper damage",79,token,phrase+token+fuzzy,"front bumper","Excessive exhaust smoke",55,"Wiper / washer fault",55,action,correct_broad,weak,"Bumper damage","Excessive exhaust smoke; Wiper / washer fault","bumper painting","AI BASELINE — machine-generated, not ground truth"
45,band_60_79,144422,OIL_SERVICE,maintenance_notes,"front bumper and grill needs to fix and front left door need to check","Bumper damage",77,token,phrase+token+fuzzy,"front bumper","Wheel alignment",54,"Pulling / drifting",54,fault,correct_specific,medium,"Bumper damage","Wheel alignment; Pulling / drifting","grill damage","AI BASELINE — machine-generated, not ground truth"
46,band_60_79,150991,ENGINE_MECH,maintenance_notes,"old engine is on the ground","Coolant leak",68,semantic,token+semantic,"puddle under the engine","Engine noise",59,"Rough idle / misfire",58,operational,incorrect,,none,"Coolant leak; Engine noise; Rough idle / misfire","engine removed","AI BASELINE — machine-generated, not ground truth"
47,unresolved,168790,CHECK_ENGINE,maintenance_notes,"drums machined (",,,,,,,,,,action,none_predicted,,none,none,"brake drum machining","AI BASELINE — machine-generated, not ground truth"
48,system_ELECTRICAL,158720,ELECTRICAL,maintenance_notes,"It turned out there is no leak and the warning message was incorrect","ABS warning light",73,token,token,"a b s warning","Oil leak",56,"Headlight out",56,fault,incorrect,,none,"ABS warning light; Oil leak; Headlight out","false warning message (no leak found)","AI BASELINE — machine-generated, not ground truth"
49,action_like,162802,TYRE,maintenance_notes,"+painting  the left side of the rear bumper.","Bumper damage",78,token,phrase+token+fuzzy,"rear bumper","Paint damage",76,"Pulling / drifting",55,action,correct_broad,medium,"Bumper damage; Paint damage","Pulling / drifting","bumper painting","AI BASELINE — machine-generated, not ground truth"
50,system_BRAKES,169949,BRAKES,service_sup,"Minor Surface Scratch",Scratch,96,alias,alias+phrase+token+fuzzy,"minor surface scratch","Damaged rim",56,"Rust / corrosion",54,fault,correct_specific,strong,Scratch,"Damaged rim; Rust / corrosion",,"AI BASELINE — machine-generated, not ground truth"
51,action_like,158822,ELECTRICAL,maintenance_notes,"adjust the front kit and polish the light front right","Check-engine light",74,token,token,"light is on","ABS warning light",54,"Alternator / charging fault",54,action,incorrect,,none,"Check-engine light; ABS warning light; Alternator / charging fault","headlight polishing","AI BASELINE — machine-generated, not ground truth"
52,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"Rear brake pads are at half life","Worn pads / discs",64,token,token,"brake pads finished","Brake noise (squeal / grind)",55,"Vibration when braking",55,fault,correct_broad,medium,"Worn pads / discs","Brake noise (squeal / grind); Vibration when braking",,"AI BASELINE — machine-generated, not ground truth"
53,band_60_79,157481,UNSIGNED,maintenance_notes,"not working on high speed","Power window / lock fault",65,token,token,"window not working","Central locking / key fob",65,"Heater not working",65,unclear,incorrect,,none,"Power window / lock fault; Central locking / key fob; Heater not working","unspecified fault at high speed","AI BASELINE — machine-generated, not ground truth"
54,system_ENGINE_MECH,166930,ENGINE_MECH,maintenance_notes,"Scratch on the rear trunk + interior light not working","Interior light fault",80,token,phrase+token,"interior light not working",Scratch,76,"Check-engine light",73,fault,correct_specific,strong,"Interior light fault; Scratch","Check-engine light",,"AI BASELINE — machine-generated, not ground truth"
55,band_60_79,153862,LIGHTS,maintenance_notes,"front left fog light","Check-engine light",74,token,token,"light is on","ABS warning light",55,"Pulling / drifting",55,part,incorrect,,none,"Check-engine light; ABS warning light; Pulling / drifting","fog light","AI BASELINE — machine-generated, not ground truth"
56,ambiguous,161668,SUSPENSION,maintenance_notes,"Scratches on rims",Scratch,79,token,phrase+token+fuzzy,scratches,"Damaged rim",79,,,fault,correct_specific,strong,"Scratch; Damaged rim",none,,"AI BASELINE — machine-generated, not ground truth"
57,band_60_79,164870,ENGINE_MECH,maintenance_notes,"front lip scratches",Scratch,78,token,phrase+token+fuzzy,scratches,"Wiper / washer fault",56,"Bumper damage",56,fault,correct_specific,strong,Scratch,"Wiper / washer fault; Bumper damage",,"AI BASELINE — machine-generated, not ground truth"
58,control_80_plus,147174,OIL_SERVICE,maintenance_notes,"changed oil and filter","Oil Filter",83,token,token,"Oil Filter","Oil leak",64,"Oil Change",58,action,correct_specific,strong,"Oil Filter; Oil Change","Oil leak",,"AI BASELINE — machine-generated, not ground truth"
59,ambiguous,157894,CHECK_ENGINE,maintenance_notes,"oil and filter change","Oil Change",83,token,token,"Oil Change","Oil Filter",83,"Oil leak",64,action,correct_specific,strong,"Oil Change; Oil Filter","Oil leak",,"AI BASELINE — machine-generated, not ground truth"
60,system_SUSPENSION,161668,SUSPENSION,service_sup,"Minor Surface Scratch",Scratch,96,alias,alias+phrase+token+fuzzy,"minor surface scratch","Damaged rim",56,"Rust / corrosion",54,fault,correct_specific,strong,Scratch,"Damaged rim; Rust / corrosion",,"AI BASELINE — machine-generated, not ground truth"
61,control_80_plus,167851,TYRE,maintenance_notes,"and there is a leak from the oil pan","Oil leak",83,token,token,"Oil leak","Coolant leak",68,"Transmission fluid leak",66,fault,correct_specific,strong,"Oil leak","Coolant leak; Transmission fluid leak",,"AI BASELINE — machine-generated, not ground truth"
62,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"There is play in the suspension","Infotainment / screen issue",76,token,token,"car play","Knocking over bumps",58,"Loose steering",58,fault,incorrect,,none,"Infotainment / screen issue; Knocking over bumps; Loose steering","suspension play / worn bushings","AI BASELINE — machine-generated, not ground truth"
63,band_60_79,160193,OIL_SERVICE,maintenance_notes,"Dent on the hood",Dent,79,token,phrase+token+fuzzy,dent,Overheating,48,,,fault,correct_specific,strong,Dent,Overheating,,"AI BASELINE — machine-generated, not ground truth"
64,band_60_79,162112,INTERIOR,service_main,Interior,"Seat / upholstery damage",63,token,token,"interior upholstery","Interior trim damage",63,"Interior light fault",60,unclear,incorrect,,none,"Seat / upholstery damage; Interior trim damage; Interior light fault","interior unspecified","AI BASELINE — machine-generated, not ground truth"
65,system_BRAKES,169052,BRAKES,maintenance_notes,"Scratches on the left side",Scratch,78,token,phrase+token+fuzzy,scratches,"Pulling / drifting",56,"Accident damage",54,fault,correct_specific,strong,Scratch,"Pulling / drifting; Accident damage",,"AI BASELINE — machine-generated, not ground truth"
66,ambiguous,162112,INTERIOR,maintenance_notes,"Scratch on the front left rim","Damaged rim",79,token,token+fuzzy,"rim scratch",Scratch,77,"Steering vibration",63,fault,correct_specific,strong,"Damaged rim; Scratch","Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
67,bare_system_noun,162802,TYRE,service_main,Tires,"Wheel balancing",63,token,token,"tires balance","Worn / bald tyre",60,,,part,incorrect,,none,"Wheel balancing; Worn / bald tyre","tyres unspecified","AI BASELINE — machine-generated, not ground truth"
68,unresolved,168790,CHECK_ENGINE,maintenance_notes,done,,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
69,ambiguous,147174,OIL_SERVICE,maintenance_notes,"oil leak from filter","Oil leak",83,token,phrase+token,"Oil leak","Oil Filter",83,"Coolant leak",68,fault,correct_specific,strong,"Oil leak; Oil Filter","Coolant leak",,"AI BASELINE — machine-generated, not ground truth"
70,system_COOLING,170009,COOLING,maintenance_notes,"Scratches on the front lip",Scratch,78,token,phrase+token+fuzzy,scratches,"Wiper / washer fault",56,"Bumper damage",56,fault,correct_specific,strong,Scratch,"Wiper / washer fault; Bumper damage",,"AI BASELINE — machine-generated, not ground truth"
71,band_60_79,146195,TRANSMISSION,maintenance_notes,"need to check","Wheel alignment",63,token,token,"alignment check","Engine noise",62,"Oil leak",62,operational,incorrect,,none,"Wheel alignment; Engine noise; Oil leak",,"AI BASELINE — machine-generated, not ground truth"
72,band_60_79,161668,SUSPENSION,maintenance_notes,"seal issue","Water leakage into cabin",61,token,token,"seal perished",,,,,fault,correct_broad,weak,"Water leakage into cabin",none,"seal failure unspecified","AI BASELINE — machine-generated, not ground truth"
73,unresolved,167851,TYRE,service_sup,Maintenance,,,,,,,,,,operational,none_predicted,,none,none,"periodic maintenance","AI BASELINE — machine-generated, not ground truth"
74,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"there is an issue between the tire and the rim","Damaged rim",68,fuzzy,token+fuzzy,"4 rims","Tire Change",58,"Puncture / slow leak",56,fault,correct_broad,medium,"Damaged rim","Tire Change; Puncture / slow leak","tyre / rim seating issue","AI BASELINE — machine-generated, not ground truth"
75,system_BRAKES,169052,BRAKES,maintenance_notes,"Scratches on the driver’s door",Scratch,79,token,phrase+token+fuzzy,scratches,"Door / panel misalignment",58,"Broken glass / window",56,fault,correct_specific,strong,Scratch,"Door / panel misalignment; Broken glass / window",,"AI BASELINE — machine-generated, not ground truth"
76,bare_system_noun,161668,SUSPENSION,service_main,Suspension,"Knocking over bumps",63,token,token,"suspension knock",,,,,unclear,incorrect,,none,"Knocking over bumps","suspension unspecified","AI BASELINE — machine-generated, not ground truth"
77,control_80_plus,161668,SUSPENSION,maintenance_notes,"Engine oil leak from the crankcase area has been resolved","Oil leak",80,token,phrase+token,"Oil leak","Engine noise",68,"Coolant leak",68,fault,correct_specific,strong,"Oil leak","Engine noise; Coolant leak",,"AI BASELINE — machine-generated, not ground truth"
78,unresolved,168790,CHECK_ENGINE,maintenance_notes,done,,,,,,,,,,operational,none_predicted,,none,none,,"AI BASELINE — machine-generated, not ground truth"
79,action_like,160222,TYRE,maintenance_notes,"collecting interior parts done","Interior trim damage",85,phrase,phrase+token,"collecting interior parts","Seat / upholstery damage",56,"Interior light fault",53,operational,incorrect,,none,"Interior trim damage; Seat / upholstery damage; Interior light fault","parts collection","AI BASELINE — machine-generated, not ground truth"
80,band_60_79,161668,SUSPENSION,maintenance_notes,"7 liters of engine oil","Engine noise",68,semantic,token+semantic,"Engine noise","Coolant leak",68,"Oil leak",64,part,incorrect,,none,"Engine noise; Coolant leak; Oil leak","engine oil top-up","AI BASELINE — machine-generated, not ground truth"
81,system_SUSPENSION,161668,SUSPENSION,service_sup,"Engine Oil leak","Oil leak",83,token,phrase+token,"Oil leak","Engine noise",68,"Coolant leak",68,fault,correct_specific,strong,"Oil leak","Engine noise; Coolant leak",,"AI BASELINE — machine-generated, not ground truth"
82,ambiguous,153862,LIGHTS,maintenance_notes,"front bumper  scratches with adjust","Bumper damage",79,token,phrase+token+fuzzy,"front bumper",Scratch,77,"Wiper / washer fault",55,fault,correct_specific,strong,"Bumper damage; Scratch","Wiper / washer fault",,"AI BASELINE — machine-generated, not ground truth"
83,control_80_plus,157894,CHECK_ENGINE,maintenance_notes,"check engine light with turbo issue checking","Check-engine light",80,token,phrase+token,"check engine light","Engine noise",56,"Wheel alignment",55,fault,correct_specific,strong,"Check-engine light","Engine noise; Wheel alignment","turbo issue","AI BASELINE — machine-generated, not ground truth"
84,band_60_79,162112,INTERIOR,maintenance_notes,Adjustment,"Wheel alignment",61,token,token,"camber adjustment","Engine noise",60,"Oil leak",60,unclear,incorrect,,none,"Wheel alignment; Engine noise; Oil leak",,"AI BASELINE — machine-generated, not ground truth"
85,band_60_79,161668,SUSPENSION,service_main,Interior,"Seat / upholstery damage",63,token,token,"interior upholstery","Interior trim damage",63,"Interior light fault",60,unclear,incorrect,,none,"Seat / upholstery damage; Interior trim damage; Interior light fault","interior unspecified","AI BASELINE — machine-generated, not ground truth"
86,ambiguous,157567,SUSPENSION,maintenance_notes,"Garage will finish working on tire balancing","Wheel balancing",76,token,phrase+token+fuzzy,balancing,"Steering vibration",74,"Paint damage",68,action,correct_specific,strong,"Wheel balancing","Steering vibration; Paint damage",,"AI BASELINE — machine-generated, not ground truth"
87,bare_system_noun,161484,EXHAUST,service_main,Exhaust,"Exhaust fault",69,fuzzy,token+fuzzy,exhast,"Excessive exhaust smoke",63,,,part,correct_broad,weak,"Exhaust fault","Excessive exhaust smoke","exhaust unspecified","AI BASELINE — machine-generated, not ground truth"
88,band_60_79,168790,CHECK_ENGINE,maintenance_notes,"4 brake pads (bought)","Worn pads / discs",66,token,token,"brake pads finished","Brake noise (squeal / grind)",56,"Vibration when braking",56,part,correct_broad,weak,"Worn pads / discs","Brake noise (squeal / grind); Vibration when braking","brake pad purchase","AI BASELINE — machine-generated, not ground truth"
89,system_ELECTRICAL,168300,ELECTRICAL,maintenance_notes,"The screen is not working","Infotainment / screen issue",78,token,token,"screen issue","Power window / lock fault",66,"Central locking / key fob",66,fault,correct_specific,strong,"Infotainment / screen issue","Power window / lock fault; Central locking / key fob",,"AI BASELINE — machine-generated, not ground truth"
90,action_like,162802,TYRE,maintenance_notes,"pending:""The front bumper require painting""","Bumper damage",78,token,phrase+token+fuzzy,"front bumper","Paint damage",76,"Wiper / washer fault",55,fault,correct_specific,medium,"Bumper damage; Paint damage","Wiper / washer fault",,"AI BASELINE — machine-generated, not ground truth"
91,system_BRAKES,160253,BRAKES,maintenance_notes,"Scratches on the driver’s door",Scratch,79,token,phrase+token+fuzzy,scratches,"Door / panel misalignment",58,"Broken glass / window",56,fault,correct_specific,strong,Scratch,"Door / panel misalignment; Broken glass / window",,"AI BASELINE — machine-generated, not ground truth"
92,system_COOLING,170009,COOLING,service_sup,"Minor Surface Scratch",Scratch,96,alias,alias+phrase+token+fuzzy,"minor surface scratch","Damaged rim",56,"Rust / corrosion",54,fault,correct_specific,strong,Scratch,"Damaged rim; Rust / corrosion",,"AI BASELINE — machine-generated, not ground truth"
93,ambiguous,162037,INTERIOR,maintenance_notes,"Scratches on the front and rear left rims",Scratch,76,token,phrase+token+fuzzy,scratches,"Damaged rim",76,"Pulling / drifting",55,fault,correct_specific,strong,"Scratch; Damaged rim","Pulling / drifting",,"AI BASELINE — machine-generated, not ground truth"
94,system_BRAKES,169052,BRAKES,maintenance_notes,"Scratches on the driver’s door edge",Scratch,78,token,phrase+token+fuzzy,scratches,"Door / panel misalignment",56,"Broken glass / window",54,fault,correct_specific,strong,Scratch,"Door / panel misalignment; Broken glass / window",,"AI BASELINE — machine-generated, not ground truth"
95,band_60_79,167851,TYRE,maintenance_notes,"Scratches on the vehicle body",Scratch,79,token,phrase+token+fuzzy,scratches,Dent,58,"Vibration at speed",58,fault,correct_specific,strong,Scratch,"Dent; Vibration at speed",,"AI BASELINE — machine-generated, not ground truth"
96,ambiguous,168790,CHECK_ENGINE,maintenance_notes,"Check engine light is on and the airbag warning light is on","Check-engine light",80,token,phrase+token,"check engine light","Airbag warning",80,"ABS warning light",73,fault,correct_specific,strong,"Check-engine light; Airbag warning; ABS warning light",none,,"AI BASELINE — machine-generated, not ground truth"
97,system_SUSPENSION,161668,SUSPENSION,service_sup,"Coolant Leak","Coolant leak",96,alias,alias+token,"coolant leak","Oil leak",68,"Coolant service",59,fault,correct_specific,strong,"Coolant leak","Oil leak; Coolant service",,"AI BASELINE — machine-generated, not ground truth"
98,action_like,158822,ELECTRICAL,maintenance_notes,"light polish done","Check-engine light",77,token,token,"light is on","ABS warning light",58,"Alternator / charging fault",58,action,incorrect,,none,"Check-engine light; ABS warning light; Alternator / charging fault","headlight polishing","AI BASELINE — machine-generated, not ground truth"
